Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
6500982,مذكرات عبد أمريكي,Frederick Douglass,"Douglass, Frederick","فريدريك دوجلاس, إبراهيم عبد المجيد","=""9770920462""","=""""",0,4.05,دار الشروق,,142,2007,1845,,2022/01/15,currently-reading,currently-reading (#10),currently-reading,,,,1,,,0,,,,,
7991025,الصخب والعنف,William Faulkner,"Faulkner, William","ويليام فوكنر, جبرا إبراهيم جبرا","=""4094843052""","=""""",0,3.86,المدى ,Paperback,368,1998,1929,,2021/12/26,to-read,to-read (#362),to-read,,,,0,,,0,,,,,
56923234,موسم الأوقات العالية,ياسر عبد اللطيف,"اللطيف, ياسر عبد",,"=""""","=""""",0,4.00,الكتب خان,,,2021,,,2021/10/17,to-read,to-read (#361),to-read,,,,0,,,0,,,,,
7636215,مرآة 202,مصطفى ذكري,"ذكري, مصطفى",,"=""""","=""""",0,3.49,دار ميريت ,,88,2003,2003,,2021/10/17,to-read,to-read (#360),to-read,,,,0,,,0,,,,,
22607433,إسود وردي,مصطفى ذكري,"ذكري, مصطفى",,"=""""","=""""",0,2.74,الكرمة للنشر,Paperback,269,2014,2014,,2021/10/06,to-read,to-read (#359),to-read,,,,0,,,0,,,,,
35168306,صانست بارك,Paul Auster,"Auster, Paul","سامر أبو هواش, بول أوستر","=""""","=""""",0,3.58,منشورات المتوسط,Paperback,276,2017,2010,,2021/09/23,to-read,to-read (#358),to-read,,,,0,,,0,,,,,
36533051,زمن مستعمل: نهاية الإنسان الأحمر,Svetlana Alexievich,"Alexievich, Svetlana","سفيتلانا ألكسييفيتش, نزار عيون السود","=""""","=""9789933540364""",0,4.45,عن: دار ممدوح عدوان للنشر والتوزيع ,Paperback,608,2018,2013,,2021/09/23,to-read,to-read (#357),to-read,,,,0,,,0,,,,,
40969123,الجين: تاريخ حميم,Siddhartha Mukherjee,"Mukherjee, Siddhartha",إيهاب عبد الحميد,"=""""","=""9786144720332""",0,4.33,دار التنوير,Paperback,630,2018,2016,,2021/09/23,to-read,to-read (#356),to-read,,,,0,,,0,,,,,
58393098,رق الحبيب,محمد المخزنجي,"المخزنجي, محمد",,"=""""","=""""",0,4.07,دار الشروق,Paperback,168,2021,2021,,2021/09/16,to-read,to-read (#355),to-read,,,,0,,,0,,,,,
13486064,الموت بين الأهل نعاس,جبور الدويهي,"الدويهي, جبور",,"=""""","=""9789953742694""",0,2.23,دار النهار للنشر,Paperback,125,2010,1990,,2021/08/01,to-read,to-read (#354),to-read,,,,0,,,0,,,,,
29624863,هنا والآن: رسائل,Paul Auster,"Auster, Paul","J.M. Coetzee, أحمد شافعي","=""""","=""9789778030006""",0,3.78,الكتب خان,Paperback,304,2016,2013,,2021/08/01,to-read,to-read (#353),to-read,,,,0,,,0,,,,,
58489093,أفيون وبنادق: سيرة سياسية واجتماعية لخط الصعيد الذي دوخ ثلاث حكومات,صلاح عيسى,"عيسى, صلاح",,"=""""","=""9789773138363""",0,4.29,مركز المحروسة للنشر والخدمات الصحفية والمعلومات,Paperback,237,2021,1979,,2021/08/01,to-read,to-read (#352),to-read,,,,0,,,0,,,,,
58389857,سولاريس,Stanisław Lem,"Lem, Stanisław","هاتف جنابي, ستانيسواف لم","=""""","=""9789776743540""",0,3.99,دار الكرمة,Paperback,280,2021,1961,,2021/07/25,to-read,to-read (#351),to-read,,,,0,,,0,,,,,
11298290,جمال كافر,عماد أبو صالح,"صالح, عماد أبو",,"=""""","=""""",0,3.13,,,24,2005,2005,,2021/06/06,,,read,,,,1,,,0,,,,,
5996777,ليالي ألف ليلة,نجيب محفوظ,"محفوظ, نجيب",Naguib Mahfouz,"=""""","=""9789770930779""",0,4.11,دار الشروق,Paperback,298,2006,1979,,2021/06/06,,,read,,,,1,,,0,,,,,
50373464,الأعمال الكاملة: المجلد الأول - الأعمال القصصية,محمد مستجاب,"مستجاب, محمد",,"=""""","=""9789779122366""",0,3.50,الهيئة المصرية العامة للكتاب,Paperback,537,2019,,,2021/06/06,currently-reading,currently-reading (#9),currently-reading,,,,1,,,0,,,,,
137021,Sex and Drugs: A Journey Beyond Limits,Robert Anton Wilson,"Wilson, Robert Anton",,"=""094140448X""","=""9780941404488""",0,3.94,New Falcon Publications (USA),Paperback,188,1988,1973,,2019/08/19,to-read,to-read (#215),to-read,,,,0,,,0,,,,,
20322960,منتصف الحجرات,أحمد يماني,"يماني, أحمد",,"=""""","=""""",2,3.65,دار ميريت,,,2013,2013,2021/02/28,2021/02/28,,,read,,,,1,,,0,,,,,
55437541,طبيب أرياف,محمد المنسي قنديل,"قنديل, محمد المنسي",,"=""""","=""""",0,3.57,دار الشروق,Paperback,282,2020,2020,,2021/02/15,to-read,to-read (#350),to-read,,,,0,,,0,,,,,
50397323,جبل الرمل: سيرة,رندا شعث,"شعث, رندا",,"=""""","=""9789776743182""",0,4.09,الكرمة,Paperback,208,2020,2020,,2021/02/15,to-read,to-read (#349),to-read,,,,0,,,0,,,,,
13575970,الطنطورية,Radwa Ashour,"Ashour, Radwa",رضوى عاشور,"=""""","=""""",0,4.34,دار الشروق,Paperback,468,2012,2010,,2021/02/15,to-read,to-read (#348),to-read,,,,0,,,0,,,,,
50314726,أحمر ﻻرنج,شارل عقل,"عقل, شارل",,"=""""","=""9789776743175""",0,3.48,الكرمة,Paperback,341,2020,2020,,2021/02/15,to-read,to-read (#347),to-read,,,,0,,,0,,,,,
31715662,الحفرة,Andrei Platonov,"Platonov, Andrei","أندريه بلاتونوف, خيري الضامن","=""""","=""9786148020230""",0,3.77,دار سؤال ,Paperback,223,2016,1930,,2021/02/15,to-read,to-read (#346),to-read,,,,0,,,0,,,,,
52527364,محاولة لتذكر وجهي,سلمى الطرزي,"الطرزي, سلمى",,"=""""","=""""",0,4.71,self published,Paperback,,2020,,,2021/02/15,to-read,to-read (#345),to-read,,,,0,,,0,,,,,
38200960,المولودة,نادية  كامل,"كامل, نادية",,"=""""","=""9789776467934""",5,4.03,الكرمة,Paperback,552,2018,2018,2021/02/15,2019/03/08,,,read,,,,1,,,0,,,,,
34804743,عن الحب والموت,Patrick Süskind,"Süskind, Patrick","باتريك زوسكند, نبيل الحفار, لطفية الدليمي","=""""","=""""",0,3.38,دار المدى للثقافة والنشر,Paperback,63,2017,2005,,2021/02/11,to-read,to-read (#344),to-read,,,,0,,,0,,,,,
56611262,اسمي بولا - نادية لطفي تحكي,أيمن الحكيم,"الحكيم, أيمن",,"=""""","=""""",0,3.76,نهضة مصر,Paperback,385,2021,,,2021/01/23,to-read,to-read (#343),to-read,,,,0,,,0,,,,,
40055180,(شحَّاذون نُبلاء (رواية مصورة,Albert Cossery,"Cossery, Albert","Golo, منى صبري","=""""","=""""",0,4.05,الفن التاسع,Paperback,80,2018,1955,,2019/05/26,to-read,to-read (#83),to-read,,,,0,,,0,,,,,
51174256,The Immortality Key: Uncovering the Secret History of the Religion with No Name,Brian C. Muraresku,"Muraresku, Brian C.",,"=""1250207142""","=""9781250207142""",0,4.29,St. Martin's Press,Hardcover,352,2020,2020,,2021/01/11,to-read,to-read (#342),to-read,,,,0,,,0,,,,,
36498002,غذاء للقبطي: دروس من المطبخ القبطي,شارل عقل,"عقل, شارل",,"=""""","=""9789778030464""",0,3.99,الكتب خان,Paperback,304,2017,2017,,2021/01/09,to-read,to-read (#341),to-read,,,,0,,,0,,,,,
9440109,لن تتكلم لغتي,Abdelfattah Kilito,"Kilito, Abdelfattah",عبد الفتاح كيليطو,"=""9953410275""","=""""",0,3.91,دار الطليعة,Paperback,114,2002,2002,,2021/01/09,to-read,to-read (#340),to-read,,,,0,,,0,,,,,
50749064,كيف تعاش الحياة أو حياة مونتاني,Sarah Bakewell,"Bakewell, Sarah",سهام بنت سنيّة وعبد السلام,"=""""","=""9786144720851""",0,3.92,دار التنوير,Paperback,352,2019,2010,,2020/12/20,to-read,to-read (#339),to-read,,,,0,,,0,,,,,
17301714,يوميات لص,Jean Genet,"Genet, Jean","جان جينيه, أحمد عمر شاهين","=""""","=""""",0,3.97,دار شرقيات,Paperback,171,1998,1949,,2020/11/27,to-read,to-read (#338),to-read,,,,0,,,0,,,,,
50815097,على مقهى الوجودية: الحرية والوجود وكوكتيلات المشمش,Sarah Bakewell,"Bakewell, Sarah",حسام نايل,"=""""","=""""",0,4.24,دار التنوير للطباعة والنشر - بيروت,Paperback,462,2019,2016,,2020/11/05,currently-reading,currently-reading (#8),currently-reading,,,,1,,,0,,,,,
46116071,ترانيم في ظل تمارا,محمد عفيفي,"عفيفي, محمد",حلمي التوني,"=""""","=""9789770935569""",4,3.98,دار الشروق,Paperback,165,2019,1984,2020/11/05,2019/06/02,,,read,,,,1,,,0,,,,,
10489245,حكاية العين,Georges Bataille,"Bataille, Georges","راجح مردان, جورج بتّاي","=""""","=""""",0,3.67,منشورات الجمل,Paperback,131,2002,1928,,2020/10/31,to-read,to-read (#337),to-read,,,,0,,,0,,,,,
12729496,أكتب إليك من بلد بعيد,Henri Michaux,"Michaux, Henri","سامي مهدي, هنري ميشو","=""""","=""""",0,3.30,الهيئة العامة لقصور الثقافة,,208,1998,1998,,2020/10/31,to-read,to-read (#336),to-read,,,,0,,,0,,,,,
34745054,صيحة القطعة 49,Thomas Pynchon,"Pynchon, Thomas",إيهاب عبد الحميد,"=""""","=""9789776483941""",0,3.69,دار التنوير,Paperback,208,2017,1966,,2020/10/31,to-read,to-read (#335),to-read,,,,0,,,0,,,,,
36471058,الموت والبطريق,Andrey Kurkov,"Kurkov, Andrey",محمد عثمان خليفة,"=""""","=""9789773193539""",0,3.81,العربي للنشر والتوزيع,Paperback,284,2017,1996,,2020/10/31,to-read,to-read (#334),to-read,,,,0,,,0,,,,,
55814486,رسم العدم,أشرف فقيه,"فقيه, أشرف",,"=""""","=""9789921723700""",0,4.10,منشورات تكوين,Paperback,268,2020,2020,,2020/10/31,to-read,to-read (#333),to-read,,,,0,,,0,,,,,
15716445,الصوت والحجر: أنطولوجيا,Yves Bonnefoy,"Bonnefoy, Yves","إيف بونفوا, محمد بن صالح","=""""","=""""",0,3.55,منشورات الجمل,,400,2007,2007,,2020/10/30,to-read,to-read (#332),to-read,,,,0,,,0,,,,,
42941162,طرق الرب,شادي لويس,"لويس, شادي",,"=""9778030812""","=""9789778030815""",0,3.53,الكتب خان,Paperback,191,2018,,,2020/10/30,to-read,to-read (#331),to-read,,,,0,,,0,,,,,
22734369,تقرير عن نفسي,Grégoire Bouillier,"Bouillier, Grégoire",ياسر عبد اللطيف,"=""""","=""""",5,3.37,الكتب خان,Paperback,120,2014,2002,2020/10/17,2020/09/18,,,read,كتاب مدهش وصادم.,,,1,,,0,,,,,
17227373,أورا,Carlos Fuentes,"Fuentes, Carlos","كارلوس فوينتس, خالد الجبيلي","=""""","=""""",0,3.81,منشورات الجمل - بيروت,Paperback,64,2013,1962,,2020/10/04,to-read,to-read (#330),to-read,,,,0,,,0,,,,,
39933267,في أثر عنايات الزيات,إيمان مرسال,"مرسال, إيمان",,"=""""","=""9789778031027""",4,4.41,الكتب خان للنشر والتوزيع,Paperback,243,2019,2019,2020/09/26,2019/11/20,,,read,,,,1,,,0,,,,,
12495736,الطفل الخامس,Doris Lessing,"Lessing, Doris","دوريس ليسنج, مدحت طاهر","=""""","=""9789774207886""",0,3.59,الهيئة المصرية العامة للكتاب,Paperback,237,2009,1988,,2020/09/26,to-read,to-read (#329),to-read,,,,0,,,0,,,,,
51703741,امرأة من طهران,فريبا وفي,"وفي, فريبا",أحمد موسى,"=""""","=""9789776765139""",0,3.16,منشورات الربيع,Paperback,144,2020,2002,,2020/09/21,to-read,to-read (#328),to-read,,,,0,,,0,,,,,
36697293,زقاق المدق,Naguib Mahfouz,"Mahfouz, Naguib",Naguib Mahfouz,"=""""","=""""",0,3.86,دار الشروق,Kindle Edition,356,,1947,,2020/09/20,to-read,to-read (#327),to-read,,,,0,,,0,,,,,
51002074,أين نرسو؟,Bruno Latour,"Latour, Bruno","نزار آغري, داليا السجيني","=""""","=""9789778031164""",0,3.80,الكتب خان,Paperback,166,2020,2017,,2020/09/18,to-read,to-read (#326),to-read,,,,0,,,0,,,,,
50252522,غرفة المسافرين,عزت القمحاوي,"القمحاوي, عزت",,"=""""","=""9789777952675""",0,3.57,الدار المصرية اللبنانية,Paperback,239,2020,2020,,2020/09/14,to-read,to-read (#325),to-read,,,,0,,,0,,,,,
43469469,جوائز للأبطال,أحمد عوني,"عوني, أحمد",,"=""""","=""9789773137564""",0,3.50,مركز المحروسة للنشر والخدمات الصحفية والمعلومات,Paperback,396,2019,,,2019/02/16,currently-reading,currently-reading (#7),currently-reading,,,,1,,,0,,,,,
49179347,خماسية مدن الملح,عبدالرحمن منيف,"منيف, عبدالرحمن",عبدالرحمن منيف,"=""6144190635""","=""""",0,4.30,مركز الثقافى العربى للنشر والتوزيع ، المؤسسة العربية للدراسات والنشر,ebook,2590,2019,,,2020/07/28,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
50494300,كيف تتذكر أحلامك,Amr Ezzat عمرو عزت,"عزت, Amr Ezzat عمرو",,"=""""","=""9789953560397""",0,3.52,كيف تـ,Mass Market Paperback,112,2020,,,2020/08/15,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
24276046,حكايات من دفتر الوطن: الجزء الثاني,صلاح عيسى,"عيسى, صلاح",,"=""""","=""""",0,4.33,الهيئة المصرية العامة للكتاب,Paperback,317,2001,,,2020/08/10,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
43181880,رسائل إلى شاعر شاب,Rainer Maria Rilke,"Rilke, Rainer Maria",صلاح هلال,"=""""","=""""",5,4.30,دار الكرمة,Paperback,69,2018,1929,2020/08/07,2019/08/23,,,read,قراءة العام بلا منازع..<br/>كتاب عن الحياة <br/>مدهش <br/>ومؤثر <br/>,,,1,,,0,,,,,
42747398,تقرير موضوعي عن سعادة مدمن المورفين,Hans Fallada,"Fallada, Hans","هانس فالادا, سمير جريس","=""""","=""""",4,3.50,الكرمة,Paperback,120,2018,1991,2020/08/06,2020/08/05,,,read,جافة وواقعية ومباشرة، أتمنى إتقان اللغة يومًا حتى أقرأها مجددًا بلغتها الأصلية ,,,1,,,0,,,,,
17699950,ما وراء الحجاب: الجنس كهندسة اجتماعية,فاطمة المرنيسي,"المرنيسي, فاطمة","Fatema Mernissi, فاطمة الزهراء أزرويل","=""""","=""""",0,3.69,المركز الثقافي العربي,Paperback,190,2005,1975,,2020/08/05,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
19200450,ممر معتم يصلح لتعلم الرقص - و - المشي أطول وقت ممكن,إيمان مرسال,"مرسال, إيمان",,"=""""","=""9789774486036""",0,3.51,الهيئة المصرية العامة للكتاب - ودار شرقيات,Paperback,181,2013,,,2020/08/05,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
35236584,الأرض الخراب,T.S. Eliot,"Eliot, T.S.",ت.س. إليوت,"=""""","=""9789933352950""",3,4.10,دار الجمل,,262,2017,1922,2020/08/03,2020/07/18,,,read,,,,1,,,0,,,,,
44128744,لماذا ننام: اكتشف طاقة النوم والأحلام,Matthew Walker,"Walker, Matthew",الحارث النبهان,"=""""","=""9786144720622""",0,4.36,دار التنوير,Paperback,510,2019,2017,,2020/07/24,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
7107540,أطفال منتصف الليل,Salman Rushdie,"Rushdie, Salman",عبد الكريم ناصيف,"=""""","=""""",0,3.98,منشورات الجمل - دار التكوين,Paperback,670,2009,1980,,2020/07/19,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
5900786,حفلة التيس,Mario Vargas Llosa,"Llosa, Mario Vargas","ماريو بارغاس يوسا, صالح علماني","=""2843053056""","=""""",0,4.30,دار المدى للثقافة والنشر,Paperback,591,2000,2000,,2020/07/19,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
5985518,الركض وراء الذئاب,Ali Bader,"Bader, Ali",علي بدر,"=""""","=""""",0,3.31,المؤسسة العربية للدراسات والنشر ,Paperback,170,2007,2007,,2020/07/19,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
10828548,شريد المنازل,جبور الدويهي,"الدويهي, جبور",,"=""9953742863""","=""9789953742861""",0,3.91,دار النهار,Paperback,257,2010,2010,,2020/07/19,to-read,to-read (#316),to-read,,,,0,,,0,,,,,
22077701,كتاب المراحيض: رواية تعرٌّف,لؤي حمزة عباس,"عباس, لؤي حمزة",,"=""9957092693""","=""""",0,3.52,أزمنة,Paperback,84,2007,2007,,2020/07/19,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
44380,Man Walks into a Room,Nicole Krauss,"Krauss, Nicole",,"=""0385721919""","=""9780385721912""",0,3.34,Anchor Books,Paperback,248,2003,2002,,2020/07/19,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
12527,Pilgrim at Tinker Creek,Annie Dillard,"Dillard, Annie",,"=""0072434171""","=""9780072434170""",0,4.08,Harper Perennial,Paperback,288,2000,1974,,2020/07/06,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
27344,The Sense of Wonder,Rachel Carson,"Carson, Rachel","Charles Pratt, Nick Kelsh, Linda Lear","=""""","=""""",0,4.40,Harper,Hardcover,112,1998,1956,,2020/07/06,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
6716611,حرير,Alessandro Baricco,"Baricco, Alessandro","ألساندرو باريكو, اسكندر حبش","=""""","=""""",0,3.85,منشورات الجمل,Paperback,120,2007,1996,,2020/07/06,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
3831344,رحلتي الفكرية: في البذور والجذور والثمر,عبد الوهاب المسيري,"المسيري, عبد الوهاب",,"=""9770912859""","=""9789770912850""",0,4.37,دار الشروق,Hardcover,762,2008,2000,,2020/07/05,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
20576389,ملاحظات حول تعريف الثقافة,T.S. Eliot,"Eliot, T.S.",شكري محمد عياد,"=""""","=""""",0,3.67,دار التنوير,Paperback,176,2014,1948,,2020/06/25,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
43466554,حطب سراييفو,سعيد خطيبي,"خطيبي, سعيد",,"=""""","=""9786140216891""",0,3.44,منشورات الاختلاف - منشورات ضفاف ,Paperback,327,2018,,,2020/06/25,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
49289833,أينك يا ماتياس؟ يليه: لين، الزمن,Ágota Kristóf,"Kristóf, Ágota","أغوتا كريستوف, محمد آيت حنا","=""""","=""9789922605609""",0,3.46,منشورات الجمل,Paperback,71,2019,2005,,2020/06/25,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
50371613,رسائل السنوات الأخيرة,Waguih Ghali,"Ghali, Waguih","وائل عشري, وجيه غالي","=""""","=""9789773137878""",0,4.00,مركز المحروسة للنشر والخدمات الصحفية والمعلومات,Paperback,304,2020,,,2020/05/07,currently-reading,currently-reading (#5),currently-reading,,,,1,,,0,,,,,
21409672,نعاس,Haruki Murakami,"Murakami, Haruki","رمزي بن رحومة, هاروكي موراكامي","=""""","=""9789938833195""",0,3.55,مسكيلياني للنشر والتوزيع,Paperback,88,2013,1987,,2020/06/14,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
8182303,صلاة من أجل العائلة,رينيه الحايك,"الحايك, رينيه",,"=""""","=""9789953682674""",0,3.52,المركز الثقافي العربي,,165,2007,2007,,2020/05/17,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
51714048,حارس سطح العالم,بثينة العيسى,"العيسى, بثينة",,"=""""","=""""",0,3.93,الدار العربية للعلوم ناشرون - منشورات تكوين,Paperback,360,2019,,,2020/05/17,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
42435292,سجين السماء,Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",معاوية عبد المجيد,"=""""","=""9789922605098""",4,4.08,منشورات الجمل,Paperback,365,2018,2011,2020/05/17,2019/05/29,,,read,لطيف وشيّق وخفيف، بيمهد لنهاية السلسلة وبيقفل أبواب مفتوحة...<br/>والحقيقة انا حبيت بياتريس مرات دانيّل جدًا وعايز أنط عليها  أوي,,,1,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",0,4.14,Basic Books,Paperback,240,2002,1988,,2020/05/17,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
7438631,ساعة عدل واحدة: الكتاب الأسود عن أحوال المستشفيات المصرية 1937 -1943,Arthur Cecil Alport,"Alport, Arthur Cecil",سمير محفوظ بشير,"=""9770713368""","=""""",0,4.10,دار الهلال ,Paperback,382,2009,1946,,2020/05/14,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
2175,Madame Bovary,Gustave Flaubert,"Flaubert, Gustave","Mark Overstall, Malcolm Bowie, Margaret Mauldon","=""0192840398""","=""9780192840394""",0,3.69,Oxford University Press,Paperback,329,2004,1856,,2020/05/09,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
153747,"Moby-Dick or, the Whale",Herman Melville,"Melville, Herman","Andrew Delbanco, Tom Quirk, Rockwell Kent","=""0142437247""","=""9780142437247""",0,3.52,Penguin Classics ,Paperback,654,2003,1851,,2020/05/09,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""""","=""""",0,4.31,"Harcourt, Inc.",Paperback,96,2000,1943,,2020/05/09,,,read,,,,1,,,0,,,,,
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Lee Fahnestock","=""""","=""""",0,4.19,Penguin,Mass Market Paperback,1463,1987,1862,,2020/05/09,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor",David McDuff,"=""0143058142""","=""9780143058144""",0,4.24,Penguin,Paperback,671,2002,1866,,2020/05/09,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
8852,Macbeth,William Shakespeare,"Shakespeare, William",,"=""0743477103""","=""9780743477109""",0,3.91,Simon & Schuster,Paperback,249,2013,1606,,2020/05/09,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2020/05/09,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
388223,The Prince of Thieves (Tales of Robin Hood by Alexandre Dumas #1),Alexandre Dumas,"Dumas, Alexandre",,"=""3704313173""","=""9783704313171""",0,4.03,Neuer Kaiser,Hardcover,224,2001,1862,,2020/05/09,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
54499,"The Man in the Iron Mask (The D'Artagnan Romances, #3.4)",Alexandre Dumas,"Dumas, Alexandre","Francine du Plessix Gray, Joachim Neugroschel","=""0140439242""","=""9780140439243""",0,3.99,Penguin Books,Paperback,470,2003,1850,,2020/05/09,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
7190,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Michael Page, John Lee, Brett Helquist, Michael York, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Walter Covell, Louis Jourdan, Daniel Rasmusson, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Александр Дюма, Giorgio Manganelli, William Robson, Isabel Ely Lord","=""""","=""""",0,4.08,Modern Library,Paperback,625,2001,1844,,2020/05/09,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre","David Case, Robin Buss","=""0140449264""","=""9780140449266""",0,4.27,Penguin Classics,Paperback,1276,2003,1844,,2020/05/09,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,3.79,Penguin Classics ,Paperback,541,2006,-800,,2020/05/09,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2020/05/09,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
24388304,"Friend & Foe: When to Cooperate, When to Compete, and How to Succeed at Both",Adam Galinsky,"Galinsky, Adam",Maurice Schweitzer,"=""0307720217""","=""9780307720214""",0,3.88,Crown Business,Hardcover,320,2015,2014,,2020/04/05,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
40209333,‫رجال ريا وسكينة ‬,صلاح عيسى,"عيسى, صلاح",,"=""""","=""""",4,4.27,دار الكرمة,Kindle Edition,1102,,2002,2020/04/02,2019/09/06,,,read,,,,1,,,0,,,,,
3438000,ثلاثية غرناطة,رضوى عاشور,"عاشور, رضوى",Radwa Ashour,"=""9770907375""","=""""",0,4.30,دار الشروق,Paperback,502,2009,1994,,2020/03/31,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
52760975,بريد الذكريات,Emma Reyes,"Reyes, Emma",مارك جمال,"=""""","=""9786144720837""",0,4.26,دار التنوير,Paperback,224,2019,2012,,2019/09/30,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
50314832,حرز مكمكم,أحمد ناجي,"ناجي, أحمد",,"=""""","=""9789778211313""",0,4.04,دار صفصافة للنشر,Paperback,265,2020,2020,,2020/03/20,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
50196656,زمني وزمن غيري,Mahmoud Ezzat,"Ezzat, Mahmoud",,"=""""","=""9789773137731""",4,3.48,مركز المحروسة للنشر والخدمات الصحفية والمعلومات ,Paperback,140,2019,,2020/03/17,2019/12/28,,,read,بخاف من ضلمتي وحدي، وأنوّر ضلمة الخايفين.<br/><br/>أحب محمود من زمان، من بدايات علاقتي بـ رنا وقبلاتنا المخطوفة في سينما نانسي.<br/><br/>امتشاقي التفتح والثقافة المصطنعة ومصاحبة الأشقاء كراسي المعسل وسندوتشات القزاز عالتكعيبة.<br/><br/>مقابلتي المتوترة بالبراء رحمه الله في شركته القديمة.<br/><br/>أحلى فيلم شفته في حياتي يذكرني بمرحلة تكويني، مرحلة ليست ذات أهمية أكثر من المرحلة الحالية.<br/><br/>والمرحلة الحالية اقرأ فيها شيء مختلف تمامًا.<br/>حسنًا، بصراحة وبدون منيكة، لم أعط الديوان حقه في القراءة.<br/>لم أقرأ معظمه بتركيز، ولكن انبهاري بعذوبة الفصحى كافية لأربع نجمات مستحقة.<br/><br/>شابوه يا حوكه، حقيقي.<br/><br/>النجمة الخامسة ستأتي مع قراءة ثانية يستحق الديوان أن يحظى بها حين نبرأ من كورونا ابن الوسخة.,,,1,,,0,,,,,
51020050,حكايات مشمش أفندي: عما رآه البراء أشرف في العالم,البراء أشرف,"أشرف, البراء","دعاء الشامي, تامر أبو عرب, حسام السكري, محمد رفعت, عبد المجيد بركات, أحمد ندا, أحمد أسامة, محمد عبد الرحمن, عبد الوهاب شعبان, مها عمر, خديجة جعفر, رفيدة الصفتي, إسراء ذكي, محمد محسن أبو النور","=""""","=""""",0,4.67,كتبنا,Paperback,463,2020,2020,,2020/03/18,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
