Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
3821917,دعاء الكروان,Taha Hussein,"Hussein, Taha",طه حسين,"=""9770268100""","=""""",4,3.95,دار المعارف,Paperback,160,,1934,,2015/01/09,,,read,,,,1,,,0,,,,,
6238039,هؤلاء علموني,سلامة موسى,"موسى, سلامة",,"=""9770211850""","=""""",5,3.65,,,256,1985,1953,,2015/01/09,,,read,,,,1,,,0,,,,,
59763,Selected Short Stories,Franz Kafka,"Kafka, Franz","Edwin Muir, Willa Muir","=""0679600612""","=""9780679600619""",0,4.09,Modern Library,Hardcover,346,1993,1952,,2015/01/09,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
5664022,حوار مع صديقي الملحد,مصطفى محمود,"محمود, مصطفى",,"=""""","=""""",2,3.89,دار المعارف بمصر,Paperback,160,1974,1970,,2015/01/09,,,read,,,,1,,,0,,,,,
3240700,أن تكون عباس العبد,أحمد العايدي,"العايدي, أحمد",Ahmed Alaidy,"=""""","=""""",1,3.12,الكرمة للنشر,Paperback,160,2014,2003,,2015/01/09,,,read,,,,1,,,0,,,,,
6452463,دومة ود حامد,الطيب صالح,"صالح, الطيب",Tayeb Salih,"=""""","=""""",4,3.54,دار الجيل - بيروت,,96,1997,1997,,2015/01/09,,,read,,,,1,,,0,,,,,
4488657,رباعيات صلاح جاهين,صلاح جاهين,"جاهين, صلاح",يحيى حقي,"=""9770148083""","=""""",4,4.41,الهيئة المصرية العامة للكتاب,Paperback,131,1996,1963,,2015/01/09,,,read,,,,1,,,0,,,,,
3554772,عزازيل,Youssef Ziedan,"Ziedan, Youssef",يوسف زيدان,"=""""","=""""",3,4.04,دار الشروق,Paperback,470,2009,2008,,2015/01/09,,,read,,,,1,,,0,,,,,
13380948,سيرة مولع بالهوانم,Talal Faisal,"Faisal, Talal",طلال فيصل,"=""""","=""9789773516191""",3,3.39,ميريت للنشر والمعلومات,,94,2012,2012,,2015/01/09,,,read,,,,1,,,0,,,,,
17840732,سرور,طلال فيصل,"فيصل, طلال",Talal Faisal,"=""""","=""9789776306233""",4,4.04,الكتب خان. القاهرة,Paperback,366,2013,2013,,2015/01/09,,,read,,,,1,,,0,,,,,
2899,The Pigeon,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140105832""","=""9780140105834""",4,3.70,Penguin,Paperback,77,1989,1987,,2014/10/12,favorites,favorites (#8),read,,,,1,,,0,,,,,
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",4,4.03,Penguin Books,Paperback,263,1987,1985,,2014/10/12,favorites,favorites (#7),read,,,,1,,,0,,,,,
240976,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan","Aaron Asher, Serena Vitale","=""0060932147""","=""9780060932145""",3,3.98,HarperPerennial Modern Classics,Paperback,313,1999,1979,,2014/10/12,favorites,favorites (#6),read,,,,1,,,0,,,,,
5955061,الطريق,Naguib Mahfouz,"Mahfouz, Naguib",نجيب محفوظ,"=""9770914991""","=""9789770914991""",4,3.76,دار الشروق,Paperback,172,2006,1964,,2015/01/09,favorites,favorites (#5),read,,,,1,,,0,,,,,
18080890,كتاب التوهمات,خيري عبد الجواد,"الجواد, خيري عبد",,"=""9770131148""","=""""",5,3.75,الهيئة المصرية العامة للكتاب,Paperback,146,1992,1992,,2015/01/09,favorites,favorites (#4),read,أنا عمري ما غرقت في حواديت بالشكل ده..<br/>الله يرحمك يا عم خيري,,,1,,,0,,,,,
6465464,الفراشة الزرقاء,Rabee Jaber (ربيع جابر),"جابر), Rabee Jaber (ربيع",,"=""""","=""""",4,3.40,المركز الثقافي العربي,Paperback,176,1996,1996,,2015/01/09,favorites,favorites (#3),read,,,,1,,,0,,,,,
3614088,رشق السكين,محمد المخزنجي,"المخزنجي, محمد",,"=""9770919454""","=""""",4,3.36,دار الشروق,Paperback,103,2007,2007,,2015/01/09,favorites,favorites (#2),read,,,,1,,,0,,,,,
5865674,أمل دنقل: الأعمال الكاملة,أمل دنقل,"دنقل, أمل",,"=""9772084880""","=""""",5,4.31,مكتبة مدبولي,Paperback,478,2005,1987,,2015/01/09,favorites,favorites (#1),read,,,,1,,,0,,,,,
12438388,أوجاع ابن آوى,أحمد مجدي همام,"همام, أحمد مجدي",,"=""""","=""9789773515687""",4,3.47,دار ميريت,Paperback,168,2011,2011,,2015/01/09,,,read,أحمه برنس في نفسه ولنفسه وعن نفسه,,,1,,,0,,,,,
7635771,لصوص متقاعدون,حمدي أبو جليل,"جليل, حمدي أبو",Hamdi Abu Julayyil,"=""9773510069""","=""""",2,2.89,ميريت,Paperback,128,2004,2004,,2015/01/09,,,read,,,,1,,,0,,,,,
13601906,الصوفية في الإسلام,Reynold Alleyne Nicholson,"Nicholson, Reynold Alleyne",نور الدين شريبة,"=""""","=""9789772070732""",3,3.38,الهيئة المصرية العامة للكتاب - مكتبة الأسرة - إنسانيات,Paperback,160,2012,1914,,2015/01/09,,,read,,,,1,,,0,,,,,
3240691,واحة الغروب,بهاء طاهر,"طاهر, بهاء",,"=""""","=""6221102019422""",3,3.83,دار الشروق,Paperback,325,2008,2006,,2015/01/09,,,read,,,,1,,,0,,,,,
10810038,ويسترن يونيون فرع الهرم: ديوان بالعامية المصرية,مصطفى إبراهيم,"إبراهيم, مصطفى",,"=""""","=""""",4,4.20,دار ميريت للنشر ,Paperback,96,2011,2011,,2015/01/09,,,read,,,,1,,,0,,,,,
16170625,المانيفستو,مصطفى إبراهيم,"إبراهيم, مصطفى",,"=""""","=""9789992195840""",4,4.21,دار بلومزبرى للنشر - مؤسسة قطر للنشر,Paperback,143,2013,2013,,2015/01/09,,,read,,,,1,,,0,,,,,
623851,Final del juego,Julio Cortázar,"Cortázar, Julio",,"=""""","=""""",5,4.32,Punto de Lectura,Paperback,232,2004,1956,,2015/01/09,,,read,,,,1,,,0,,,,,
22717975,حاضرة الدنيا,Ernest Hemingway,"Hemingway, Ernest","إرنست همنغواي, Maher Battuti","=""""","=""""",4,2.95,الهلال,Paperback,146,1986,1986,,2015/01/09,,,read,,,,1,,,0,,,,,
13610033,البغايا في مصر: دراسة تاريخية اجتماعية من 1834 إلى 1948,عماد هلال,"هلال, عماد",,"=""9773190277""","=""""",4,3.93,دار العربى للنشر ,Paperback,254,2001,2001,,2015/01/09,,,read,,,,1,,,0,,,,,
6036343,دع عنك لومي,خليل صويلح,"صويلح, خليل",,"=""""","=""""",4,2.27,دار الآداب ,,152,2006,2006,,2015/01/09,,,read,,,,1,,,0,,,,,
3120085,أبو شلاخ البرمائي,Ghazi A. Algosaibi,"Algosaibi, Ghazi A.",غازي عبد الرحمن القصيبي,"=""9953441154""","=""9789953441153""",4,3.48,المؤسسة العربية للدراسات والنشر,Paperback,272,2006,2002,,2015/01/09,,,read,,,,1,,,0,,,,,
8422911,رقصة شرقية: طقوس ميلاد وغياب ابن الرفاعية المنتظر,خالد البري,"البري, خالد",,"=""""","=""9789774900686""",2,2.95,دار العين,Paperback,593,2010,2010,,2015/01/09,,,read,,,,1,,,0,,,,,
3110969,خالتي صفية والدير,Bahaa Taher,"Taher, Bahaa",بهاء طاهر,"=""""","=""9789953890081""",4,3.92,دار الآداب,Paperback,141,2007,1991,,2015/01/09,,,read,,,,1,,,0,,,,,
2364284,أولاد حارتنا,Naguib Mahfouz,"Mahfouz, Naguib",نجيب محفوظ,"=""9770915343""","=""9789770915349""",3,4.10,دار الشروق,Paperback,600,2006,1959,,2015/01/09,,,read,,,,1,,,0,,,,,
6227001,القرار الأخير,Naguib Mahfouz,"Mahfouz, Naguib",نجيب محفوظ,"=""977110991x""","=""""",5,3.62,مكتبة مصر,Paperback,169,1996,1996,,2015/01/09,,,read,,,,1,,,0,,,,,
2392677,أرني الله,توفيق الحكيم,"الحكيم, توفيق",Tawfiq Al-Hakim,"=""9770911755""","=""""",3,3.85,دار الشروق,Paperback,214,2008,1953,,2015/01/09,,,read,,,,1,,,0,,,,,
5974527,بيت من لحم,Yusuf Idris,"Idris, Yusuf",يوسف إدريس,"=""9771100033""","=""""",4,3.86,مكتبة مصر,Paperback,137,,1971,,2015/01/09,,,read,,,,1,,,0,,,,,
5977703,النداهة,Yusuf Idris,"Idris, Yusuf",يوسف إدريس,"=""977110041""","=""""",3,3.65,مكتبة مصر,Paperback,168,,1970,,2015/01/09,,,read,,,,1,,,0,,,,,
5960236,وراق الحب,خليل صويلح,"صويلح, خليل",Khalil Sweileh,"=""""","=""""",4,3.05,دار الشروق,Paperback,130,2008,2008,,2014/11/15,,,read,,,,1,,,0,,,,,
